Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
WA,2,6,10206,104,7,3,2019,3,2.5,17.84,18.6,3.82,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,6,10206,104,7,3,2019,4,2.5,17.56,19,3.63,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,6,10206,104,7,3,2019,5,2.7,18.13,17.8,3.21,11.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,7,10207,76,7,2,2018,1,3.8,20.03,24,4.65,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,7,10207,76,7,2,2018,2,NA,NA,NA,4.65,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,7,10207,76,7,2,2018,3,NA,NA,24,3.39,9,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,7,10207,76,7,2,2019,1,2.8,16.05,25.5,5.7,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,7,10207,76,7,2,2019,2,1.9,NA,14.3,2.46,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,7,10207,76,7,2,2019,3,NA,NA,15.6,3.28,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,7,10207,76,7,2,2019,4,NA,NA,15.3,2.52,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,7,10207,76,7,2,2019,5,NA,NA,15.9,2.35,8.9,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,8,10208,107,7,1,2018,1,4.4,21.36,25,5.04,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,8,10208,107,7,1,2018,2,NA,NA,NA,4.44,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,8,10208,107,7,1,2018,3,NA,NA,27,3.59,23,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,8,10208,107,7,1,2019,1,3.1,18.73,28,4.44,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,8,10208,107,7,1,2019,2,2.6,NA,20.3,4.93,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,8,10208,107,7,1,2019,3,NA,NA,22.5,4.93,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,8,10208,107,7,1,2019,4,NA,NA,23.5,3.94,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,8,10208,107,7,1,2019,5,NA,NA,21.3,3.11,15.6,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,9,10209,158,8,4,2018,1,4.9,19.18,21,3.56,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,9,10209,158,8,4,2018,2,NA,NA,NA,4,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,9,10209,158,8,4,2018,3,NA,NA,17,2.5,19,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,9,10209,158,8,4,2019,1,3,17.44,27.5,6.55,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,9,10209,158,8,4,2019,2,2.8,NA,18.5,4.59,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,9,10209,158,8,4,2019,3,NA,NA,20.1,4.82,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,9,10209,158,8,4,2019,4,NA,NA,17.5,3.47,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,9,10209,158,8,4,2019,5,NA,NA,20.4,2.72,17.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,10,10210,195,8,3,2018,1,3.6,20.29,24,3.66,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,10,10210,195,8,3,2018,2,NA,NA,NA,4.79,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,10,10210,195,8,3,2018,3,NA,NA,22,3.22,12,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,10,10210,195,8,3,2019,1,2.8,15.12,28.5,4.76,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,10,10210,195,8,3,2019,2,2.2,NA,15.5,3.62,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,10,10210,195,8,3,2019,3,NA,NA,17.6,3.4,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,10,10210,195,8,3,2019,4,NA,NA,18,3.56,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,10,10210,195,8,3,2019,5,NA,NA,19.4,2.94,13,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,11,10211,78,8,2,2018,1,5.4,19.73,23,4.52,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,11,10211,78,8,2,2018,2,NA,NA,NA,4.52,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,11,10211,78,8,2,2018,3,NA,NA,22,3.2,8,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,11,10211,78,8,2,2019,1,3.1,16.92,24.5,5.37,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,11,10211,78,8,2,2019,2,1.2,NA,13.2,2.18,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,11,10211,78,8,2,2019,3,NA,NA,14.1,3.13,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,11,10211,78,8,2,2019,4,NA,NA,14,2.31,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,11,10211,78,8,2,2019,5,NA,NA,15.5,2.31,7.3,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,12,10212,3,8,1,2018,1,3.5,21.57,30,5.94,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,12,10212,3,8,1,2018,2,NA,NA,NA,5.96,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,12,10212,3,8,1,2018,3,NA,NA,28,3.31,14,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,12,10212,3,8,1,2019,1,3,19.41,25.5,6.93,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,12,10212,3,8,1,2019,2,2,NA,21.8,4.72,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,12,10212,3,8,1,2019,3,NA,NA,21,4.32,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,12,10212,3,8,1,2019,4,NA,NA,20.3,3.59,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,12,10212,3,8,1,2019,5,NA,NA,21,2.8,11.4,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,13,10213,82,9,4,2018,1,5,22.14,25,4.39,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,13,10213,82,9,4,2018,2,NA,NA,NA,3.32,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,13,10213,82,9,4,2018,3,NA,NA,17,1.76,10,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,13,10213,82,9,4,2019,1,3.1,16.52,NA,5.27,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,13,10213,82,9,4,2019,2,1.9,NA,15.7,1.97,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,13,10213,82,9,4,2019,3,NA,NA,15.4,2.75,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,13,10213,82,9,4,2019,4,NA,NA,16,2.42,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,13,10213,82,9,4,2019,5,NA,NA,18.5,1.94,10.5,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,14,10214,201,9,3,2018,1,4.5,18.08,24,3.58,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,14,10214,201,9,3,2018,2,3.1,20.08,23,4.7,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,14,10214,201,9,3,2018,3,2.3,20.59,22,3.22,6,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,14,10214,201,9,3,2019,1,2.7,17.3,26.5,5.77,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,14,10214,201,9,3,2019,2,2.7,19.21,13,2.31,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,14,10214,201,9,3,2019,3,2.1,19.14,14.5,3.45,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,14,10214,201,9,3,2019,4,2.3,17.73,16,3.05,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,14,10214,201,9,3,2019,5,2.4,19.18,16.5,2.55,10.2,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,15,10215,34,9,2,2018,1,3,21.13,23,4.62,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,15,10215,34,9,2,2018,2,NA,NA,NA,4.61,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,15,10215,34,9,2,2018,3,NA,NA,23,3.02,25,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,15,10215,34,9,2,2019,1,3,19.32,30.5,6.5,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,15,10215,34,9,2,2019,2,2.3,NA,19.5,3.92,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,15,10215,34,9,2,2019,3,NA,NA,17.6,4.17,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,15,10215,34,9,2,2019,4,NA,NA,20.5,3.2,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,15,10215,34,9,2,2019,5,NA,NA,19.9,2.95,17.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,16,10216,156,9,1,2018,1,5.1,20.16,27,5.41,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,16,10216,156,9,1,2018,2,NA,NA,NA,5.67,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,16,10216,156,9,1,2018,3,NA,NA,25,3.84,22,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,16,10216,156,9,1,2019,1,3,18.5,29,7.2,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,16,10216,156,9,1,2019,2,2.2,NA,19.5,4.61,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,16,10216,156,9,1,2019,3,NA,NA,20.4,4.59,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,16,10216,156,9,1,2019,4,NA,NA,20.9,3.9,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,16,10216,156,9,1,2019,5,NA,NA,22.4,3.29,18.4,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,17,10217,6,10,4,2018,1,4.6,22.87,29,4.4,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,17,10217,6,10,4,2018,2,NA,NA,NA,3.69,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,17,10217,6,10,4,2018,3,NA,NA,21,2.09,12,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,17,10217,6,10,4,2019,1,2.6,18.27,31.6,5.53,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,17,10217,6,10,4,2019,2,2,NA,20.8,3.62,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,17,10217,6,10,4,2019,3,NA,NA,19.4,3.38,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,17,10217,6,10,4,2019,4,NA,NA,19.4,2.54,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,17,10217,6,10,4,2019,5,NA,NA,21,1.64,7.9,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,18,10218,52,10,3,2018,1,3.6,20.69,19,4.06,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,18,10218,52,10,3,2018,2,NA,NA,NA,4.13,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,18,10218,52,10,3,2018,3,NA,NA,13,2.12,5,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,18,10218,52,10,3,2019,1,2.7,NA,26,5.05,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,18,10218,52,10,3,2019,2,0.9,NA,9,1.38,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,18,10218,52,10,3,2019,3,NA,NA,13,2.71,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,18,10218,52,10,3,2019,4,NA,NA,12.8,2.76,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,18,10218,52,10,3,2019,5,NA,NA,13.5,1.94,6.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,19,10219,90,10,2,2018,1,2.7,20.57,20,4.42,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,19,10219,90,10,2,2018,2,NA,NA,NA,4.05,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,19,10219,90,10,2,2018,3,NA,NA,15,2.22,6,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,19,10219,90,10,2,2019,1,2.7,16.06,23,4.51,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,19,10219,90,10,2,2019,2,1.3,NA,9.8,1.7,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,19,10219,90,10,2,2019,3,NA,NA,10.4,2.71,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,19,10219,90,10,2,2019,4,NA,NA,9.8,2,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,19,10219,90,10,2,2019,5,NA,NA,15,1.37,5.1,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,2,20,10220,140,10,1,2018,1,2.9,21.81,21,5.62,NA,3.58,3.26,24,25,18.08,21.04,4.5,5.2
WA,2,20,10220,140,10,1,2018,2,NA,NA,NA,4.73,NA,4.7,3.51,23,22,20.08,22.44,3.1,4
WA,2,20,10220,140,10,1,2018,3,NA,NA,23,3.17,8,3.22,1.64,22,22.5,20.59,25.94,2.3,3.2
WA,2,20,10220,140,10,1,2019,1,2.8,17.87,30,6.09,NA,5.77,5.41,26.5,29,17.3,18.31,2.7,2.8
WA,2,20,10220,140,10,1,2019,2,1.9,NA,14.5,2.98,NA,2.31,2.61,13,15.5,19.21,18.21,2.7,2.3
WA,2,20,10220,140,10,1,2019,3,NA,NA,15.4,3.74,NA,3.45,3.05,14.5,15.1,19.14,20.61,2.1,2.4
WA,2,20,10220,140,10,1,2019,4,NA,NA,16,2.92,NA,3.05,2.32,16,16.5,17.73,18.95,2.3,2.5
WA,2,20,10220,140,10,1,2019,5,NA,NA,15,2.26,5.7,2.55,1.44,16.5,17,19.18,19.47,2.4,2.6
WA,3,1,10301,91,11,4,2018,1,4.7,21.17,23,3.57,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,1,10301,91,11,4,2018,2,NA,NA,NA,4.61,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,1,10301,91,11,4,2018,3,NA,NA,23,2.79,14,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,1,10301,91,11,4,2019,1,2.8,14.91,28,4.92,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,1,10301,91,11,4,2019,2,2.1,NA,18,3.81,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,1,10301,91,11,4,2019,3,NA,NA,19.5,4.13,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,1,10301,91,11,4,2019,4,NA,NA,18,2.82,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,1,10301,91,11,4,2019,5,NA,NA,18.5,2.6,12.7,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,2,10302,201,11,3,2018,1,4.8,19.67,22,4.34,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,2,10302,201,11,3,2018,2,3,20.16,22,4.82,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,2,10302,201,11,3,2018,3,2.1,23.68,24,3.58,8,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,2,10302,201,11,3,2019,1,3,18.11,29,7.23,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,2,10302,201,11,3,2019,2,1.7,18.64,16.2,3.3,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,2,10302,201,11,3,2019,3,2.6,19.75,17.4,3.72,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,2,10302,201,11,3,2019,4,2.1,17.55,15.3,3.52,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,2,10302,201,11,3,2019,5,2.5,17.96,18,2.71,9.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,3,10303,40,11,2,2018,1,4.3,19.95,23,4.54,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,3,10303,40,11,2,2018,2,NA,NA,NA,4.4,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,3,10303,40,11,2,2018,3,NA,NA,19,3.21,9,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,3,10303,40,11,2,2019,1,2.9,19.14,23.5,5.75,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,3,10303,40,11,2,2019,2,1.6,NA,12.7,2.45,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,3,10303,40,11,2,2019,3,NA,NA,14.8,3.11,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,3,10303,40,11,2,2019,4,NA,NA,13.8,2.38,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,3,10303,40,11,2,2019,5,NA,NA,13.3,2.09,8.9,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,4,10304,177,11,1,2018,1,4.9,19.12,21,5.64,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,4,10304,177,11,1,2018,2,NA,NA,NA,5.66,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,4,10304,177,11,1,2018,3,NA,NA,26,4.16,24,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,4,10304,177,11,1,2019,1,2.6,14.4,27.5,5.32,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,4,10304,177,11,1,2019,2,2.5,NA,16.7,3.92,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,4,10304,177,11,1,2019,3,NA,NA,18.9,4.31,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,4,10304,177,11,1,2019,4,NA,NA,18.6,3.68,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,4,10304,177,11,1,2019,5,NA,NA,18.9,3.05,10.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,5,10305,119,12,4,2018,1,4.7,22.4,20,3.67,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,5,10305,119,12,4,2018,2,NA,NA,NA,3.09,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,5,10305,119,12,4,2018,3,NA,NA,19,2.01,9,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,5,10305,119,12,4,2019,1,2.8,16.8,26.5,5.03,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,5,10305,119,12,4,2019,2,1.9,NA,15.3,2.25,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,5,10305,119,12,4,2019,3,NA,NA,16.8,2.54,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,5,10305,119,12,4,2019,4,NA,NA,15.5,1.8,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,5,10305,119,12,4,2019,5,NA,NA,16.3,1.81,10.2,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,6,10306,189,12,3,2018,1,4.8,19.43,24,4.45,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,6,10306,189,12,3,2018,2,NA,NA,NA,5.54,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,6,10306,189,12,3,2018,3,NA,NA,22,3.88,20,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,6,10306,189,12,3,2019,1,2.8,16.97,29,6.77,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,6,10306,189,12,3,2019,2,2.6,NA,19,3.99,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,6,10306,189,12,3,2019,3,NA,NA,22.3,4.04,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,6,10306,189,12,3,2019,4,NA,NA,21,3.54,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,6,10306,189,12,3,2019,5,NA,NA,20.3,3.29,14.9,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,7,10307,145,12,2,2018,1,4.6,19.39,23,4.67,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,7,10307,145,12,2,2018,2,NA,NA,NA,4.67,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,7,10307,145,12,2,2018,3,NA,NA,18,3.28,12,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,7,10307,145,12,2,2019,1,2.5,18.38,29,6.28,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,7,10307,145,12,2,2019,2,1.8,NA,15,2.8,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,7,10307,145,12,2,2019,3,NA,NA,17.3,3.05,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,7,10307,145,12,2,2019,4,NA,NA,16.8,3.01,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,7,10307,145,12,2,2019,5,NA,NA,17.3,2.6,12.4,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,8,10308,186,12,1,2018,1,4.6,20.83,26,4.84,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,8,10308,186,12,1,2018,2,NA,NA,NA,5.4,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,8,10308,186,12,1,2018,3,NA,NA,23,3.53,17,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,8,10308,186,12,1,2019,1,2.9,17.5,30.5,5.94,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,8,10308,186,12,1,2019,2,2.5,NA,16.5,2.85,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,8,10308,186,12,1,2019,3,NA,NA,17.6,4.59,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,8,10308,186,12,1,2019,4,NA,NA,17.5,3.37,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,8,10308,186,12,1,2019,5,NA,NA,21.8,2.45,9.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,9,10309,114,13,4,2018,1,4.8,22.81,22,3.16,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,9,10309,114,13,4,2018,2,NA,NA,NA,3.42,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,9,10309,114,13,4,2018,3,NA,NA,19,1.61,9,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,9,10309,114,13,4,2019,1,2.8,16.44,30,4.43,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,9,10309,114,13,4,2019,2,2.4,NA,15.7,2.45,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,9,10309,114,13,4,2019,3,NA,NA,16.1,2.84,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,9,10309,114,13,4,2019,4,NA,NA,16,2.09,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,9,10309,114,13,4,2019,5,NA,NA,18,2.28,10.5,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,10,10310,50,13,3,2018,1,4.5,19.8,22,4.06,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,10,10310,50,13,3,2018,2,NA,NA,NA,4.36,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,10,10310,50,13,3,2018,3,NA,NA,19,3.09,4,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,10,10310,50,13,3,2019,1,2.6,16.17,24,5.81,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,10,10310,50,13,3,2019,2,2.3,NA,14.5,3.03,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,10,10310,50,13,3,2019,3,NA,NA,18.1,3.55,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,10,10310,50,13,3,2019,4,NA,NA,16,3.09,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,10,10310,50,13,3,2019,5,NA,NA,17.5,2.53,8.6,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,11,10311,111,13,2,2018,1,3.8,19.32,23,4.43,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,11,10311,111,13,2,2018,2,NA,NA,NA,4.21,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,11,10311,111,13,2,2018,3,NA,NA,21,3.01,16,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,11,10311,111,13,2,2019,1,2.7,15.51,27.5,4.9,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
WA,3,11,10311,111,13,2,2019,2,1.6,NA,15,2.8,NA,3.3,3.03,16.2,14.5,18.64,19.06,1.7,1.5
WA,3,11,10311,111,13,2,2019,3,NA,NA,16.1,3.19,NA,3.72,3.78,17.4,18.1,19.75,19.38,2.6,2.4
WA,3,11,10311,111,13,2,2019,4,NA,NA,17.3,2.64,NA,3.52,2.92,15.3,15.8,17.55,17.49,2.1,2
WA,3,11,10311,111,13,2,2019,5,NA,NA,17.8,2.45,8.3,2.71,2.82,18,17.5,17.96,17.66,2.5,2.4
WA,3,12,10312,202,13,1,2018,1,4.8,19.05,23,5.13,NA,4.34,5.13,22,23,19.67,19.05,4.8,4.8
WA,3,12,10312,202,13,1,2018,2,2.8,20.53,22,4.46,NA,4.82,4.46,22,22,20.16,20.53,3,2.8
WA,3,12,10312,202,13,1,2018,3,2.3,20.07,21,3.36,10,3.58,3.36,24,21,23.68,20.07,2.1,2.3
WA,3,12,10312,202,13,1,2019,1,3.4,17.85,28,5.96,NA,7.23,5.96,29,28,18.11,17.85,3,3.4
